respuesta_id,fecha,canal,region,segmento_cliente,nps_score,satisfaccion,tiempo_resolucion_dias,comentario
1224,2024-09-05,Web,Norte,VIP,8,4,1.4,Cumplió lo básico.
1225,2024-09-07,App,Norte,Recurrente,7,4,2.1,Podría mejorar los tiempos de espera.
1226,2024-09-07,Sucursal,Norte,Recurrente,7,4,3.8,"El servicio estuvo bien, sin más."
1227,2024-09-07,App,Centro,Nuevo,9,4,3.3,"Excelente servicio, volvería a comprar."
1228,2024-09-02,App,Norte,Nuevo,9,5,1.8,Todo funcionó como esperaba.
1229,2024-09-08,Web,Este,Nuevo,8,4,4.2,Ni bueno ni malo.
1230,2024-09-04,Call Center,Norte,Recurrente,6,4,5,No resolvieron mi problema.
1231,2024-09-06,Call Center,Norte,VIP,7,4,6.2,Podría mejorar los tiempos de espera.
1232,2024-09-04,App,Centro,Nuevo,8,4,4.8,Podría mejorar los tiempos de espera.
1233,2024-09-05,App,Este,Recurrente,7,4,4.9,"El servicio estuvo bien, sin más."
1234,2024-09-04,Sucursal,Este,Recurrente,9,5,1.9,"Muy buena atención, resolvieron rápido."
1235,2024-09-10,Web,Norte,Nuevo,8,4,4.7,"El servicio estuvo bien, sin más."
1236,2024-09-04,Call Center,Norte,VIP,6,3,4,No resolvieron mi problema.
1237,2024-09-07,Sucursal,Sur,Recurrente,9,5,4.3,"Muy buena atención, resolvieron rápido."
1238,2024-09-09,Web,Oeste,VIP,10,5,2.9,El equipo fue muy amable y claro.
1239,2024-09-05,Call Center,Oeste,VIP,7,4,5,"El servicio estuvo bien, sin más."
1240,2024-09-08,Web,Sur,VIP,8,4,2.9,Ni bueno ni malo.
1241,2024-09-08,App,Oeste,Nuevo,7,3,2.3,Podría mejorar los tiempos de espera.
1242,2024-09-05,App,Este,VIP,9,5,2.6,Todo funcionó como esperaba.
1243,2024-09-10,Sucursal,Centro,Recurrente,7,4,4.8,Ni bueno ni malo.
1244,2024-09-10,Web,Centro,VIP,9,4,2,Todo funcionó como esperaba.
1245,2024-09-12,Sucursal,Centro,Recurrente,9,4,3,"Excelente servicio, volvería a comprar."
1246,2024-09-06,Web,Norte,VIP,10,5,5,El equipo fue muy amable y claro.
1247,2024-09-07,Sucursal,Centro,VIP,9,5,4.9,Todo funcionó como esperaba.
1248,2024-09-10,Call Center,Sur,Recurrente,6,4,5.2,No resolvieron mi problema.
1249,2024-09-08,Sucursal,Oeste,Recurrente,8,4,2.4,Cumplió lo básico.
1250,2024-09-12,Sucursal,Sur,Nuevo,9,5,2,Gran experiencia de principio a fin.
1251,2024-09-08,Sucursal,Este,Recurrente,7,4,3.6,Ni bueno ni malo.
1252,2024-09-13,Web,Sur,VIP,9,5,4,El equipo fue muy amable y claro.
1253,2024-09-08,App,Norte,Recurrente,8,5,4.4,Podría mejorar los tiempos de espera.
1254,2024-09-08,Sucursal,Norte,Recurrente,8,4,1.7,"El servicio estuvo bien, sin más."
1255,2024-09-14,Web,Oeste,Nuevo,7,4,5,"El servicio estuvo bien, sin más."
1256,2024-09-08,Web,Centro,VIP,8,4,3.1,Ni bueno ni malo.
1257,2024-09-12,Call Center,Sur,VIP,6,4,2.6,No resolvieron mi problema.
1258,2024-09-09,App,Oeste,Nuevo,9,4,4.1,Gran experiencia de principio a fin.
1259,2024-09-11,App,Oeste,Nuevo,9,5,5,El equipo fue muy amable y claro.
1260,2024-09-15,Call Center,Sur,Recurrente,4,2,6.3,Tuve que esperar demasiado tiempo.
1261,2024-09-15,Call Center,Centro,VIP,4,3,6,No resolvieron mi problema.
1262,2024-09-13,Call Center,Centro,Recurrente,5,3,2.6,No resolvieron mi problema.
1263,2024-09-12,App,Sur,Nuevo,7,4,3.7,Cumplió lo básico.
1264,2024-09-12,Web,Sur,VIP,10,5,1.2,El equipo fue muy amable y claro.
1265,2024-09-15,Sucursal,Este,Recurrente,7,4,2.6,"El servicio estuvo bien, sin más."
1266,2024-09-16,Web,Oeste,VIP,8,4,4.9,Cumplió lo básico.
1267,2024-09-11,Call Center,Este,VIP,5,3,2.6,"Pésima atención, no lo recomiendo."
1268,2024-09-14,Web,Norte,Recurrente,8,4,4.2,Cumplió lo básico.
1269,2024-09-13,Call Center,Este,VIP,5,3,4.8,"Mala comunicación, muy frustrante."
1270,2024-09-17,Call Center,Sur,Recurrente,5,3,4.7,No resolvieron mi problema.
1271,2024-09-14,Web,Este,VIP,10,5,1.1,"Muy buena atención, resolvieron rápido."
1272,2024-09-13,Sucursal,Sur,Nuevo,8,4,1.9,"El servicio estuvo bien, sin más."
1273,2024-09-16,Web,Sur,VIP,9,5,2.6,El equipo fue muy amable y claro.
1274,2024-09-16,App,Este,VIP,9,5,4.3,Todo funcionó como esperaba.
1275,2024-09-16,Call Center,Norte,VIP,5,4,5.3,"Pésima atención, no lo recomiendo."
1276,2024-09-17,Call Center,Sur,Recurrente,4,3,3.8,No resolvieron mi problema.
1277,2024-09-15,Call Center,Oeste,Recurrente,6,3,6.2,No resolvieron mi problema.
1278,2024-09-19,Sucursal,Sur,Nuevo,7,4,4,Podría mejorar los tiempos de espera.
1279,2024-09-15,Sucursal,Sur,Nuevo,7,4,1.2,Cumplió lo básico.
1280,2024-09-19,Call Center,Norte,Recurrente,6,3,2.8,No resolvieron mi problema.
1281,2024-09-13,Web,Centro,VIP,9,5,1.4,Todo funcionó como esperaba.
1282,2024-09-19,App,Oeste,VIP,8,4,2.4,Ni bueno ni malo.
1283,2024-09-19,Sucursal,Sur,Recurrente,9,5,1.2,Todo funcionó como esperaba.
1284,2024-09-19,Sucursal,Este,Nuevo,9,4,3,Gran experiencia de principio a fin.
1285,2024-09-16,Web,Este,VIP,8,4,4.8,Ni bueno ni malo.
1286,2024-09-18,Call Center,Centro,Nuevo,4,3,4.9,Tuve que esperar demasiado tiempo.
1287,2024-09-19,Sucursal,Centro,Recurrente,8,4,3.9,Ni bueno ni malo.
1288,2024-09-16,Call Center,Este,Recurrente,5,3,4.9,No resolvieron mi problema.
1289,2024-09-16,Call Center,Norte,VIP,6,4,4.3,No resolvieron mi problema.
1290,2024-09-21,Call Center,Centro,Recurrente,6,4,4.6,No resolvieron mi problema.
1291,2024-09-18,Web,Norte,VIP,8,4,1.3,"El servicio estuvo bien, sin más."
1292,2024-09-17,Call Center,Norte,Recurrente,4,2,4,No resolvieron mi problema.
1293,2024-09-21,App,Norte,Nuevo,7,3,3.5,Podría mejorar los tiempos de espera.
1294,2024-09-22,Call Center,Sur,Nuevo,4,2,3,Tuve que esperar demasiado tiempo.
1295,2024-09-22,App,Norte,Nuevo,7,4,1.4,Cumplió lo básico.
1296,2024-09-17,Sucursal,Este,Nuevo,7,4,4.2,Podría mejorar los tiempos de espera.
1297,2024-09-16,App,Centro,Nuevo,9,4,2.9,Gran experiencia de principio a fin.
1298,2024-09-20,Web,Este,VIP,8,4,2.5,Ni bueno ni malo.
1299,2024-09-17,App,Oeste,Nuevo,8,4,4.1,"El servicio estuvo bien, sin más."
1300,2024-09-22,Call Center,Este,Nuevo,6,4,6,Tuve que esperar demasiado tiempo.
1301,2024-09-23,Web,Sur,VIP,10,5,4.9,El equipo fue muy amable y claro.
1302,2024-09-22,App,Sur,VIP,10,5,2.2,Todo funcionó como esperaba.
1303,2024-09-23,Call Center,Centro,Recurrente,5,3,2.9,El proceso fue confuso y lento.
1304,2024-09-24,Call Center,Norte,Nuevo,5,3,5.1,Tuve que esperar demasiado tiempo.
1305,2024-09-21,Sucursal,Este,Nuevo,9,5,1.6,Gran experiencia de principio a fin.
1306,2024-09-23,Web,Centro,Recurrente,7,4,4.6,Cumplió lo básico.
1307,2024-09-19,Web,Centro,VIP,8,5,1.5,Podría mejorar los tiempos de espera.
1308,2024-09-23,App,Este,VIP,9,5,1.3,Todo funcionó como esperaba.
1309,2024-09-24,Sucursal,Sur,Nuevo,8,5,1,Podría mejorar los tiempos de espera.
1310,2024-09-22,Sucursal,Norte,Nuevo,9,5,1.6,Gran experiencia de principio a fin.
1311,2024-09-20,Call Center,Este,Recurrente,5,3,5.7,"Pésima atención, no lo recomiendo."
1312,2024-09-20,Call Center,Este,Nuevo,4,2,3.2,Tuve que esperar demasiado tiempo.
1313,2024-09-24,App,Oeste,VIP,9,4,3.1,Todo funcionó como esperaba.
1314,2024-09-25,Call Center,Centro,Nuevo,5,3,2.9,Tuve que esperar demasiado tiempo.
1315,2024-09-26,Sucursal,Oeste,Nuevo,8,4,1.6,Cumplió lo básico.
1316,2024-09-22,Sucursal,Sur,Nuevo,9,5,4.7,Gran experiencia de principio a fin.
1317,2024-09-22,Sucursal,Oeste,Nuevo,8,4,3.8,"El servicio estuvo bien, sin más."
1318,2024-09-26,Sucursal,Este,VIP,10,5,3.7,Gran experiencia de principio a fin.
1319,2024-09-23,Sucursal,Oeste,Recurrente,7,3,1.6,Ni bueno ni malo.
1320,2024-09-21,App,Oeste,VIP,10,5,2.4,Todo funcionó como esperaba.
1321,2024-09-23,Sucursal,Este,Recurrente,9,5,3.1,"Muy buena atención, resolvieron rápido."
1322,2024-09-24,Web,Oeste,Recurrente,9,5,4.8,"Excelente servicio, volvería a comprar."
1323,2024-09-24,Sucursal,Sur,Nuevo,8,5,4.3,Ni bueno ni malo.
1324,2024-09-26,Sucursal,Oeste,Nuevo,9,5,2.8,Gran experiencia de principio a fin.
1325,2024-09-24,App,Centro,Nuevo,7,3,1.2,Podría mejorar los tiempos de espera.
1326,2024-09-27,Web,Este,Recurrente,8,4,4.5,Cumplió lo básico.
1327,2024-09-23,Web,Este,VIP,9,4,1.7,"Muy buena atención, resolvieron rápido."
1328,2024-09-28,Sucursal,Sur,VIP,8,4,1.8,Podría mejorar los tiempos de espera.
1329,2024-09-29,Call Center,Norte,Recurrente,4,2,3.4,No resolvieron mi problema.
1330,2024-09-28,Web,Norte,Nuevo,9,4,2.9,"Excelente servicio, volvería a comprar."
1331,2024-09-26,App,Este,VIP,8,4,1.7,Cumplió lo básico.
1332,2024-09-28,App,Oeste,Recurrente,7,4,3.5,Ni bueno ni malo.
1333,2024-09-24,Call Center,Centro,Recurrente,5,3,2.8,No resolvieron mi problema.
1334,2024-09-26,App,Sur,VIP,9,5,3.9,Todo funcionó como esperaba.
1335,2024-09-28,App,Norte,VIP,9,4,4.4,"Muy buena atención, resolvieron rápido."
1336,2024-09-24,Sucursal,Oeste,VIP,10,5,3.9,Gran experiencia de principio a fin.
1337,2024-09-25,Sucursal,Sur,Nuevo,9,5,3.3,Gran experiencia de principio a fin.
1338,2024-09-29,Sucursal,Norte,VIP,8,4,3.6,Podría mejorar los tiempos de espera.
1339,2024-09-27,Call Center,Sur,Recurrente,6,3,3.3,El proceso fue confuso y lento.
1340,2024-09-26,Sucursal,Sur,VIP,9,5,3,Todo funcionó como esperaba.
1341,2024-09-29,Web,Sur,Recurrente,8,4,4,Cumplió lo básico.
1342,2024-09-30,App,Este,VIP,9,4,2,Todo funcionó como esperaba.
1343,2024-10-01,Web,Sur,Recurrente,8,4,1.9,Podría mejorar los tiempos de espera.
1344,2024-09-26,Web,Oeste,Recurrente,8,4,4.7,Cumplió lo básico.
1345,2024-10-01,Web,Norte,Recurrente,7,4,3.4,Cumplió lo básico.
1346,2024-09-28,Call Center,Oeste,Nuevo,5,3,4.5,Tuve que esperar demasiado tiempo.
1347,2024-10-02,Call Center,Centro,Recurrente,6,3,6.1,El proceso fue confuso y lento.
1348,2024-09-30,Sucursal,Oeste,VIP,8,4,1,Ni bueno ni malo.
1349,2024-10-01,Call Center,Este,Nuevo,5,3,2.9,Tuve que esperar demasiado tiempo.
1350,2024-10-01,Web,Oeste,Nuevo,7,4,2.7,"El servicio estuvo bien, sin más."
1351,2024-09-30,Sucursal,Norte,VIP,10,5,1.9,"Excelente servicio, volvería a comprar."
1352,2024-10-02,App,Este,VIP,10,5,4.1,Todo funcionó como esperaba.
1353,2024-09-29,Web,Oeste,Recurrente,7,4,2.1,Cumplió lo básico.
1354,2024-10-02,Call Center,Norte,Nuevo,5,3,2.6,Tuve que esperar demasiado tiempo.
1355,2024-10-04,Call Center,Norte,Nuevo,5,3,3.5,"Mala comunicación, muy frustrante."
1356,2024-10-01,Web,Oeste,Nuevo,9,5,1.8,"Excelente servicio, volvería a comprar."
1357,2024-10-02,Web,Este,VIP,10,5,1.5,El equipo fue muy amable y claro.
1358,2024-09-30,App,Sur,Recurrente,8,4,2.1,Cumplió lo básico.
1359,2024-09-29,Sucursal,Oeste,Nuevo,9,5,4.7,El equipo fue muy amable y claro.
1360,2024-10-05,App,Oeste,Recurrente,9,4,2.2,Todo funcionó como esperaba.
1361,2024-10-01,Call Center,Centro,Recurrente,6,3,5,No resolvieron mi problema.
1362,2024-10-04,App,Norte,Recurrente,9,5,1.8,Todo funcionó como esperaba.
1363,2024-10-05,Web,Centro,Recurrente,9,5,2.1,Gran experiencia de principio a fin.
1364,2024-09-30,App,Este,Recurrente,7,4,1.2,Ni bueno ni malo.
1365,2024-10-06,App,Centro,VIP,10,5,4.3,Todo funcionó como esperaba.
1366,2024-10-03,App,Oeste,Recurrente,7,3,4.2,Cumplió lo básico.
1367,2024-10-01,App,Centro,VIP,9,4,2.1,"Muy buena atención, resolvieron rápido."
1368,2024-10-07,Web,Centro,Nuevo,7,4,2.9,"El servicio estuvo bien, sin más."
1369,2024-10-02,App,Oeste,VIP,8,4,3.6,Ni bueno ni malo.
1370,2024-10-02,Sucursal,Centro,VIP,8,4,1.3,Podría mejorar los tiempos de espera.
1371,2024-10-02,App,Este,VIP,10,5,4.8,"Muy buena atención, resolvieron rápido."
1372,2024-10-04,App,Centro,Recurrente,10,5,3.3,El equipo fue muy amable y claro.
1373,2024-10-02,Web,Norte,Recurrente,8,4,1.7,Cumplió lo básico.
1374,2024-10-05,Call Center,Oeste,VIP,7,4,6.5,"El servicio estuvo bien, sin más."
1375,2024-10-08,Call Center,Oeste,Nuevo,7,3,3.7,Ni bueno ni malo.
1376,2024-10-05,App,Este,Recurrente,8,4,2.3,Cumplió lo básico.
1377,2024-10-07,Sucursal,Sur,VIP,9,4,2.4,Todo funcionó como esperaba.
1378,2024-10-06,Sucursal,Sur,VIP,8,4,3.3,Podría mejorar los tiempos de espera.
1379,2024-10-05,Web,Oeste,Recurrente,9,4,2.2,Gran experiencia de principio a fin.
1380,2024-10-05,Call Center,Centro,Nuevo,5,3,5.5,Tuve que esperar demasiado tiempo.
1381,2024-10-09,Sucursal,Norte,VIP,10,5,1.8,Gran experiencia de principio a fin.
1382,2024-10-05,Web,Este,Nuevo,10,5,4.4,"Excelente servicio, volvería a comprar."
1383,2024-10-06,Call Center,Sur,Nuevo,4,3,6.4,El proceso fue confuso y lento.
1384,2024-10-10,App,Centro,Recurrente,8,5,4.4,Cumplió lo básico.
1385,2024-10-09,App,Este,Recurrente,7,4,3.8,Ni bueno ni malo.
1386,2024-10-08,App,Sur,Recurrente,8,4,4.1,Cumplió lo básico.
1387,2024-10-05,Sucursal,Este,VIP,8,4,2.3,Cumplió lo básico.
1388,2024-10-05,App,Oeste,Nuevo,9,5,3.5,"Excelente servicio, volvería a comprar."
1389,2024-10-07,Sucursal,Este,VIP,10,5,4.5,Gran experiencia de principio a fin.
1390,2024-10-08,Web,Centro,Nuevo,9,4,2.5,"Excelente servicio, volvería a comprar."
1391,2024-10-09,Call Center,Este,Nuevo,6,3,3.9,"Mala comunicación, muy frustrante."
1392,2024-10-11,Call Center,Centro,VIP,7,4,2.7,Podría mejorar los tiempos de espera.
1393,2024-10-10,Sucursal,Sur,Nuevo,8,5,3.9,Podría mejorar los tiempos de espera.
1394,2024-10-06,Sucursal,Norte,Recurrente,9,5,3.5,Todo funcionó como esperaba.
1395,2024-10-10,Sucursal,Norte,VIP,8,4,1.1,Cumplió lo básico.
1396,2024-10-09,Web,Centro,Nuevo,9,5,1.5,"Excelente servicio, volvería a comprar."
1397,2024-10-10,App,Centro,VIP,10,5,1.9,Todo funcionó como esperaba.
1398,2024-10-09,Sucursal,Centro,VIP,9,5,3.2,Gran experiencia de principio a fin.
1399,2024-10-09,Web,Sur,Recurrente,7,4,2.4,Podría mejorar los tiempos de espera.
1400,2024-10-10,Web,Oeste,Nuevo,7,4,4.6,"El servicio estuvo bien, sin más."
1401,2024-10-08,Call Center,Centro,Nuevo,5,3,4.1,Tuve que esperar demasiado tiempo.
1402,2024-10-10,Sucursal,Sur,Recurrente,9,4,1.6,Todo funcionó como esperaba.
1403,2024-10-13,App,Sur,Recurrente,9,5,2.5,"Muy buena atención, resolvieron rápido."
1404,2024-10-09,Call Center,Norte,VIP,5,3,3.8,"Pésima atención, no lo recomiendo."
1405,2024-10-10,Call Center,Oeste,Nuevo,4,3,3.5,Tuve que esperar demasiado tiempo.
1406,2024-10-09,Web,Este,VIP,9,4,2.6,"Muy buena atención, resolvieron rápido."
1407,2024-10-14,App,Centro,Recurrente,7,4,1.2,"El servicio estuvo bien, sin más."
1408,2024-10-14,Web,Norte,Nuevo,10,5,2.7,"Muy buena atención, resolvieron rápido."
1409,2024-10-10,Sucursal,Norte,VIP,8,4,4,Podría mejorar los tiempos de espera.
1410,2024-10-11,Web,Este,Nuevo,7,4,2.3,"El servicio estuvo bien, sin más."
1411,2024-10-13,Call Center,Sur,Nuevo,4,3,4.1,"Mala comunicación, muy frustrante."
1412,2024-10-16,Web,Oeste,Nuevo,8,5,1.7,"El servicio estuvo bien, sin más."
1413,2024-10-15,Web,Sur,Nuevo,7,4,4.8,"El servicio estuvo bien, sin más."
1414,2024-10-12,Call Center,Centro,VIP,6,3,6.2,"Pésima atención, no lo recomiendo."
1415,2024-10-16,Web,Norte,Nuevo,10,5,2.6,Todo funcionó como esperaba.
1416,2024-10-16,Sucursal,Norte,Recurrente,8,4,3.4,Podría mejorar los tiempos de espera.
1417,2024-10-17,Web,Centro,Nuevo,9,4,4.1,"Excelente servicio, volvería a comprar."
1418,2024-10-11,App,Norte,Recurrente,8,4,1.8,Cumplió lo básico.
1419,2024-10-17,Call Center,Oeste,Nuevo,5,3,2.8,El proceso fue confuso y lento.
1420,2024-10-12,Web,Norte,VIP,9,5,3.8,"Muy buena atención, resolvieron rápido."
1421,2024-10-18,Call Center,Este,VIP,7,4,3.7,Podría mejorar los tiempos de espera.
1422,2024-10-14,Sucursal,Centro,Recurrente,7,4,1.5,Ni bueno ni malo.
1423,2024-10-17,Sucursal,Norte,VIP,8,4,2.7,"El servicio estuvo bien, sin más."
1424,2024-10-14,Web,Oeste,VIP,10,5,2.8,"Muy buena atención, resolvieron rápido."
1425,2024-10-15,Web,Este,Nuevo,9,4,2.9,"Excelente servicio, volvería a comprar."
1426,2024-10-15,App,Este,Nuevo,8,4,3.8,Cumplió lo básico.
1427,2024-10-13,Call Center,Centro,VIP,5,3,4.2,"Mala comunicación, muy frustrante."
1428,2024-10-14,Sucursal,Norte,Recurrente,9,5,4.5,Todo funcionó como esperaba.
1429,2024-10-17,App,Sur,Recurrente,7,3,2.3,Cumplió lo básico.
1430,2024-10-19,Call Center,Oeste,VIP,5,3,6.4,"Pésima atención, no lo recomiendo."
1431,2024-10-15,Sucursal,Este,VIP,9,5,1.4,"Excelente servicio, volvería a comprar."
1432,2024-10-18,Call Center,Norte,VIP,7,4,6.4,Podría mejorar los tiempos de espera.
1433,2024-10-18,Call Center,Oeste,Nuevo,5,3,5.8,Tuve que esperar demasiado tiempo.
1434,2024-10-15,Call Center,Este,VIP,7,4,6.1,Podría mejorar los tiempos de espera.
1435,2024-10-20,Web,Centro,Nuevo,8,4,2.8,Podría mejorar los tiempos de espera.
1436,2024-10-20,Call Center,Centro,VIP,5,3,5.4,"Pésima atención, no lo recomiendo."
1437,2024-10-16,App,Centro,Recurrente,8,5,5,Cumplió lo básico.
1438,2024-10-16,Call Center,Norte,Recurrente,4,2,4.5,El proceso fue confuso y lento.
1439,2024-10-17,App,Oeste,Recurrente,7,4,2.9,"El servicio estuvo bien, sin más."
1440,2024-10-19,Sucursal,Norte,Recurrente,7,3,1.7,Ni bueno ni malo.
1441,2024-10-18,App,Oeste,Recurrente,9,5,4.4,El equipo fue muy amable y claro.
1442,2024-10-22,App,Sur,Nuevo,7,4,4,"El servicio estuvo bien, sin más."
1443,2024-10-18,App,Sur,Recurrente,8,4,1.6,Podría mejorar los tiempos de espera.
1444,2024-10-16,Call Center,Sur,Recurrente,7,4,3.5,Podría mejorar los tiempos de espera.
1445,2024-10-18,Web,Norte,Nuevo,7,4,2.4,"El servicio estuvo bien, sin más."
1446,2024-10-18,App,Norte,Nuevo,9,4,3.7,"Excelente servicio, volvería a comprar."
1447,2024-10-17,Call Center,Oeste,VIP,6,3,4.4,"Mala comunicación, muy frustrante."
1448,2024-10-18,Call Center,Centro,Recurrente,5,3,2.6,"Pésima atención, no lo recomiendo."
1449,2024-10-23,Sucursal,Norte,Recurrente,9,5,3.1,Todo funcionó como esperaba.
1450,2024-10-18,Web,Oeste,VIP,8,5,2.1,"El servicio estuvo bien, sin más."
1451,2024-10-21,Web,Este,Nuevo,7,4,3,Ni bueno ni malo.
1452,2024-10-18,App,Sur,Nuevo,8,4,2.8,Cumplió lo básico.
1453,2024-10-18,Sucursal,Centro,Recurrente,8,4,2.5,Ni bueno ni malo.
1454,2024-10-23,Sucursal,Centro,Recurrente,10,5,3.1,Todo funcionó como esperaba.
1455,2024-10-23,Web,Norte,VIP,9,4,1.7,El equipo fue muy amable y claro.
1456,2024-10-22,Call Center,Sur,Recurrente,5,3,4.7,El proceso fue confuso y lento.
1457,2024-10-25,App,Sur,Nuevo,9,4,4.5,"Excelente servicio, volvería a comprar."
1458,2024-10-20,Call Center,Oeste,Recurrente,6,3,4.3,El proceso fue confuso y lento.
1459,2024-10-21,Sucursal,Este,Recurrente,9,5,3.1,"Muy buena atención, resolvieron rápido."
1460,2024-10-24,Call Center,Centro,Recurrente,6,4,3.7,El proceso fue confuso y lento.
1461,2024-10-23,Sucursal,Este,VIP,9,4,1.2,Todo funcionó como esperaba.
1462,2024-10-21,Sucursal,Norte,Recurrente,9,5,1.2,El equipo fue muy amable y claro.
1463,2024-10-24,Call Center,Sur,VIP,5,3,4.6,No resolvieron mi problema.
1464,2024-10-23,App,Sur,Nuevo,9,4,3.9,"Excelente servicio, volvería a comprar."
1465,2024-10-26,Call Center,Sur,VIP,8,4,6.1,Podría mejorar los tiempos de espera.
1466,2024-10-26,Web,Sur,VIP,10,5,2.3,"Muy buena atención, resolvieron rápido."
1467,2024-10-26,Sucursal,Centro,Recurrente,9,5,1.8,"Excelente servicio, volvería a comprar."
1468,2024-10-27,Sucursal,Sur,Recurrente,9,4,4.3,Todo funcionó como esperaba.
1469,2024-10-25,App,Oeste,Recurrente,7,4,2.7,Ni bueno ni malo.
1470,2024-10-22,Web,Sur,VIP,9,4,2,"Muy buena atención, resolvieron rápido."
1471,2024-10-25,Web,Sur,Nuevo,9,5,3.2,Todo funcionó como esperaba.
1472,2024-10-23,Sucursal,Norte,Recurrente,7,3,3.3,Ni bueno ni malo.
1473,2024-10-23,Call Center,Oeste,VIP,5,2,4.9,"Pésima atención, no lo recomiendo."
1474,2024-10-22,Web,Oeste,VIP,10,5,4.3,Gran experiencia de principio a fin.
1475,2024-10-29,App,Norte,Recurrente,8,4,3.2,Podría mejorar los tiempos de espera.
1476,2024-10-29,App,Sur,VIP,8,4,1,"El servicio estuvo bien, sin más."
1477,2024-10-26,Call Center,Este,VIP,6,4,4.2,"Pésima atención, no lo recomiendo."
1478,2024-10-28,Sucursal,Centro,Nuevo,9,4,1.4,El equipo fue muy amable y claro.
1479,2024-10-29,App,Oeste,Nuevo,9,5,1.9,Gran experiencia de principio a fin.
1480,2024-10-27,Sucursal,Sur,Nuevo,7,4,1.4,Ni bueno ni malo.
1481,2024-10-26,Sucursal,Centro,Recurrente,9,5,4.8,Todo funcionó como esperaba.
1482,2024-10-24,Sucursal,Oeste,Nuevo,8,4,1.1,Ni bueno ni malo.
1483,2024-10-28,Call Center,Norte,VIP,7,3,4.8,Cumplió lo básico.
1484,2024-10-28,Sucursal,Norte,Nuevo,8,4,4.4,Cumplió lo básico.
1485,2024-10-31,Web,Norte,VIP,10,5,1.5,"Muy buena atención, resolvieron rápido."
1486,2024-10-25,App,Sur,Nuevo,8,5,3.5,Cumplió lo básico.
1487,2024-10-25,Web,Centro,VIP,9,4,3.3,Todo funcionó como esperaba.
1488,2024-10-27,App,Este,VIP,9,4,2.2,"Muy buena atención, resolvieron rápido."
1489,2024-10-26,Web,Centro,VIP,8,4,4.9,"El servicio estuvo bien, sin más."
1490,2024-10-30,Call Center,Este,Recurrente,5,3,6,"Pésima atención, no lo recomiendo."
1491,2024-10-27,Web,Este,VIP,10,4,2.1,El equipo fue muy amable y claro.
1492,2024-11-01,Sucursal,Este,Nuevo,8,4,2.5,Cumplió lo básico.
1493,2024-10-26,Call Center,Sur,Recurrente,5,3,4.4,"Pésima atención, no lo recomiendo."
1494,2024-10-26,Web,Sur,Recurrente,7,3,4.2,Podría mejorar los tiempos de espera.
1495,2024-11-02,Sucursal,Centro,Recurrente,9,5,3.4,"Muy buena atención, resolvieron rápido."
1496,2024-10-27,Sucursal,Norte,Nuevo,9,4,1.6,"Excelente servicio, volvería a comprar."
1497,2024-10-31,Web,Sur,Nuevo,8,4,3.6,"El servicio estuvo bien, sin más."
1498,2024-11-02,Call Center,Centro,Recurrente,5,3,4.1,El proceso fue confuso y lento.
1499,2024-10-29,Call Center,Centro,Recurrente,5,3,5,No resolvieron mi problema.
1500,2024-11-02,Web,Este,VIP,10,5,3.3,"Muy buena atención, resolvieron rápido."
1501,2024-11-03,App,Norte,Nuevo,9,5,3,"Excelente servicio, volvería a comprar."
1502,2024-11-01,App,Norte,VIP,9,4,3.6,"Excelente servicio, volvería a comprar."
1503,2024-10-30,Sucursal,Este,Recurrente,10,5,2.2,"Muy buena atención, resolvieron rápido."
1504,2024-10-30,App,Este,VIP,10,5,3.7,"Excelente servicio, volvería a comprar."
1505,2024-11-03,Web,Este,VIP,10,5,1,Gran experiencia de principio a fin.
1506,2024-11-04,Sucursal,Centro,Nuevo,10,5,3.3,"Excelente servicio, volvería a comprar."
1507,2024-10-29,Web,Oeste,VIP,10,5,3.6,Todo funcionó como esperaba.
1508,2024-11-01,App,Norte,VIP,8,4,2.7,Cumplió lo básico.
1509,2024-10-31,App,Oeste,Nuevo,9,4,1.7,"Excelente servicio, volvería a comprar."
1510,2024-11-05,App,Este,VIP,8,5,1.7,"El servicio estuvo bien, sin más."
1511,2024-11-02,App,Oeste,Nuevo,9,5,3.6,Gran experiencia de principio a fin.
1512,2024-11-01,Web,Este,Recurrente,8,4,4.4,Podría mejorar los tiempos de espera.
1513,2024-11-03,App,Este,Nuevo,8,4,1.1,Cumplió lo básico.
1514,2024-11-03,Call Center,Este,Nuevo,4,2,4.3,"Mala comunicación, muy frustrante."
1515,2024-11-03,App,Sur,Nuevo,10,5,2.3,Todo funcionó como esperaba.
1516,2024-11-05,App,Este,VIP,8,4,4.8,"El servicio estuvo bien, sin más."
1517,2024-11-03,Web,Centro,VIP,9,5,3.2,"Muy buena atención, resolvieron rápido."
1518,2024-11-06,Call Center,Este,Recurrente,6,3,4,El proceso fue confuso y lento.
1519,2024-11-02,Call Center,Este,Recurrente,4,3,5.2,No resolvieron mi problema.
1520,2024-11-07,App,Sur,VIP,9,4,3.8,"Muy buena atención, resolvieron rápido."
1521,2024-11-01,Sucursal,Centro,Nuevo,8,5,3.9,Cumplió lo básico.
1522,2024-11-07,Sucursal,Centro,Nuevo,7,4,4.8,Ni bueno ni malo.
1523,2024-11-05,Web,Este,VIP,10,5,3.7,El equipo fue muy amable y claro.
1524,2024-11-07,Web,Oeste,Recurrente,9,5,1.5,Todo funcionó como esperaba.
